order_id,customer_id,order_date,gross_revenue,cogs,is_size_exchange,order_channel_id
158,85,2023-05-05,155.25,77.73,0,1
159,85,2023-10-23,60.51,33.2,0,4
160,86,2023-04-27,190.63,95.66,0,2
161,87,2023-10-07,127.64,51.64,0,2
162,87,2024-03-15,230.09,98.24,0,3
163,87,2024-05-26,114.77,58.98,0,4
164,87,2024-01-13,102.22,44.03,0,2
165,88,2024-08-24,160.49,73.17,0,3
166,89,2023-12-07,140.1,60.9,0,3
167,89,2024-03-07,124.25,65.3,0,5
168,89,2024-04-20,110.0,50.64,0,3
169,89,2024-08-26,124.94,61.57,0,4
170,90,2024-10-29,39.5,25.69,1,5
171,91,2023-04-13,122.05,55.86,0,5
172,92,2024-02-24,214.74,110.13,0,5
173,92,2024-09-18,182.96,96.02,0,4
174,92,2024-10-29,123.6,53.62,0,5
175,92,2024-09-24,231.92,89.54,0,4
176,93,2023-03-12,95.29,37.67,0,2
177,94,2024-10-10,62.59,26.97,0,4
178,95,2023-02-27,70.47,33.56,0,2
179,96,2023-06-24,151.66,75.24,0,1
180,96,2023-08-29,141.45,59.86,0,3
181,96,2023-09-27,237.76,109.15,0,1
182,96,2023-10-05,74.75,34.02,0,5
183,97,2023-12-20,97.35,48.42,0,5
184,98,2023-11-06,112.32,47.21,0,1
185,99,2024-08-11,48.84,21.85,0,2
186,100,2023-02-20,175.41,93.58,0,5
187,101,2023-08-24,106.66,51.79,0,3
188,102,2023-05-21,203.1,87.84,0,3
189,102,2023-09-21,59.83,25.74,0,3
190,102,2023-12-28,78.64,31.65,0,4
191,102,2023-11-05,156.79,83.93,0,1
192,103,2023-06-18,129.32,65.55,0,2
193,104,2023-04-28,176.98,87.6,0,2
194,105,2024-02-11,185.8,95.58,0,5
195,105,2024-04-12,121.09,61.43,0,4
196,105,2024-05-18,123.83,60.5,0,5
197,105,2024-06-15,188.46,86.72,0,5
198,106,2024-09-26,143.25,59.83,0,5
199,107,2023-11-06,65.42,25.27,0,3
200,108,2023-04-29,200.27,91.55,0,1
201,109,2024-07-07,72.04,28.59,0,2
202,110,2024-02-22,93.95,39.17,0,5
203,111,2023-08-30,62.39,29.48,0,5
204,112,2024-01-03,93.28,50.5,0,1
205,113,2023-04-04,157.3,60.35,0,4
206,114,2023-09-07,182.72,95.21,0,5
207,115,2024-08-23,197.2,79.88,0,1
208,116,2023-01-03,217.82,112.34,0,2
209,116,2023-03-07,118.81,61.07,0,2
210,117,2024-08-25,54.17,25.43,0,2
211,118,2024-05-02,148.89,62.19,0,2
212,119,2024-06-17,50.45,26.44,0,2
213,120,2023-04-21,57.86,27.97,0,2
214,120,2023-10-27,160.64,69.92,0,5
215,120,2023-10-20,104.88,48.87,0,5
216,121,2024-03-16,167.81,82.34,0,1
217,122,2023-08-09,117.42,52.58,0,2
218,123,2023-11-17,110.5,59.33,0,2
219,123,2024-01-09,61.24,30.96,0,4
220,124,2023-05-14,147.63,64.37,0,3
221,124,2024-01-22,230.98,116.09,0,4
222,124,2024-02-15,172.09,75.68,0,1
223,125,2024-08-14,72.08,37.77,0,3
224,126,2024-07-23,145.47,76.18,0,2
225,127,2024-09-28,47.24,34.76,1,3
226,128,2023-10-01,92.82,49.81,0,1
227,128,2024-06-09,164.59,73.76,0,3
228,129,2023-05-26,215.07,101.12,0,4
229,129,2023-09-20,121.41,61.03,0,3
230,129,2024-01-09,171.17,90.75,0,5
231,130,2023-06-09,153.12,65.27,0,1
232,131,2024-05-12,117.48,54.87,0,3
233,131,2024-08-22,147.06,72.56,0,5
234,132,2023-02-16,54.59,29.52,0,2
235,133,2023-09-19,132.04,53.08,0,2
236,134,2023-08-24,190.84,74.86,0,3
237,135,2023-02-13,58.63,26.56,0,2
238,136,2024-10-17,48.65,25.11,0,2
239,137,2024-01-06,192.78,92.56,0,1
240,137,2024-09-14,204.08,85.24,0,1
241,137,2024-08-22,56.8,27.7,0,3
242,138,2024-06-27,203.54,102.51,0,3
243,139,2023-06-01,79.52,40.49,0,2
244,140,2023-07-01,154.89,73.7,0,5
245,141,2024-08-01,217.64,118.63,0,3
246,141,2024-09-17,137.29,59.24,0,4
247,141,2024-11-09,52.36,24.41,0,5
248,142,2023-11-14,109.53,53.63,0,2
249,143,2023-04-03,133.74,63.42,0,3
250,144,2023-02-12,159.07,73.31,0,2
251,144,2023-07-07,218.41,114.09,0,2
252,145,2023-03-28,75.2,34.17,0,3
253,145,2023-09-30,120.06,64.36,0,3
254,145,2023-08-04,210.38,104.22,0,4
255,145,2023-05-10,54.5,21.59,0,1
256,146,2024-01-31,159.9,84.5,0,2
257,147,2024-08-19,205.43,100.97,0,4
258,148,2023-05-13,209.15,92.87,0,3
259,149,2023-05-11,190.07,94.37,0,4
260,150,2024-10-23,40.2,24.59,1,4
261,151,2023-12-16,130.1,52.48,0,5
262,151,2024-05-23,223.73,118.63,0,5
263,152,2023-02-08,198.37,95.52,0,4
264,152,2023-10-08,217.99,88.97,0,5
265,153,2024-03-24,108.75,59.25,0,1
266,154,2024-04-04,213.98,114.2,0,2
267,155,2024-08-07,125.79,55.97,0,5
268,156,2023-06-15,185.22,78.26,0,4
269,157,2024-01-16,62.95,33.03,0,3
270,157,2024-04-24,239.17,96.88,0,4
271,158,2024-03-23,204.34,108.38,0,1
272,159,2024-02-29,132.85,72.94,0,1
273,159,2024-06-19,224.62,110.17,0,1
274,160,2023-05-30,95.2,47.44,0,1
275,160,2023-10-27,175.38,93.65,0,4
276,160,2023-07-03,87.44,35.45,0,1
277,160,2024-02-24,156.11,62.27,0,5
278,161,2023-10-23,86.73,42.14,0,2
279,161,2024-04-22,43.62,20.4,0,5
280,161,2024-01-22,104.08,39.58,0,3
281,162,2023-12-28,161.26,88.0,0,2
282,162,2024-06-14,213.01,99.33,0,5
283,162,2024-02-01,232.13,89.93,0,4
284,162,2024-05-05,95.8,36.67,0,1
285,163,2023-03-11,154.94,78.24,0,2
286,164,2023-02-15,157.49,78.18,0,2
287,165,2024-05-05,187.01,95.74,0,3
288,166,2023-10-28,183.44,79.55,0,1
289,166,2024-06-22,144.15,55.67,0,5
290,166,2024-05-10,102.94,54.2,0,3
291,167,2023-02-18,103.09,45.62,0,5
292,168,2024-03-26,112.66,52.31,0,5
293,169,2024-06-15,119.29,65.51,0,2
294,169,2024-10-05,57.62,28.37,0,2
295,169,2024-10-01,172.58,78.08,0,4
296,170,2024-03-30,197.26,108.43,0,2
297,170,2024-05-18,119.93,61.91,0,4
298,171,2023-06-13,69.99,35.89,0,5
299,171,2023-09-11,119.67,64.79,0,1
300,172,2023-02-03,163.84,72.62,0,3
301,173,2024-08-10,109.22,46.68,0,1
302,174,2023-01-27,132.33,62.92,0,4
303,174,2023-08-25,87.21,42.21,0,4
304,174,2023-08-22,84.04,33.87,0,4
305,175,2023-03-17,122.89,60.94,0,2
306,176,2023-11-24,169.17,72.64,0,4
307,176,2024-06-23,214.61,100.11,0,3
308,177,2023-05-05,183.61,85.19,0,5
309,178,2024-08-09,141.54,55.86,0,2
310,179,2024-05-05,179.6,70.5,0,3
311,180,2024-10-19,126.52,50.84,0,1
312,181,2024-07-18,76.84,34.85,0,3
313,182,2023-02-26,135.67,55.29,0,4
314,183,2023-08-19,201.61,85.2,0,2
315,184,2024-07-18,152.52,74.58,0,2
316,185,2024-08-17,160.28,77.39,0,1
317,186,2024-07-31,196.16,106.17,0,1
318,187,2023-09-29,179.22,87.57,0,3
319,188,2024-10-04,157.33,66.33,0,3
320,189,2024-02-20,55.48,25.65,0,2
321,189,2024-04-26,229.53,99.68,0,1
322,189,2024-10-27,254.58,102.4,0,1
323,189,2024-06-23,163.56,71.03,0,5
324,190,2024-04-22,123.68,48.06,0,1
325,191,2024-09-22,202.9,109.31,0,2
326,192,2023-07-14,132.2,61.45,0,4
327,192,2023-09-05,151.2,82.3,0,4
328,193,2023-08-09,53.52,25.77,0,3
329,194,2024-04-26,63.81,27.12,0,2
330,194,2024-08-27,128.13,61.11,0,2
331,194,2024-07-14,161.71,63.47,0,1
332,195,2024-05-31,189.43,91.66,0,2
333,195,2024-10-08,214.88,94.04,0,1
334,196,2024-01-10,79.84,37.13,0,4
335,196,2024-08-09,216.87,101.56,0,1
336,197,2023-06-02,135.21,65.47,0,3
337,197,2024-01-07,170.62,79.55,0,1
338,197,2023-11-09,147.77,70.29,0,5
339,197,2023-10-31,121.04,59.86,0,3
340,198,2024-03-02,184.43,91.66,0,3
341,198,2024-06-07,167.08,83.98,0,5
342,198,2024-08-28,77.51,37.74,0,4
343,199,2024-09-26,111.53,46.97,0,4
344,200,2023-04-23,122.18,55.01,0,1
345,200,2023-12-07,242.51,128.14,0,5
346,200,2023-11-27,195.27,91.42,0,1
347,200,2023-10-13,259.59,119.75,0,1
348,201,2024-01-21,204.62,90.08,0,2
349,202,2024-10-20,91.26,49.53,0,4
350,203,2023-11-01,168.36,77.97,0,4
351,204,2024-07-27,184.2,73.81,0,5
352,205,2024-01-24,114.04,58.32,0,5
353,205,2024-05-06,116.2,52.89,0,5
354,206,2023-09-20,82.45,35.13,0,4
355,207,2023-10-06,152.74,64.34,0,1
356,208,2024-06-27,62.53,28.78,0,2
357,209,2023-05-21,141.31,63.47,0,1
358,210,2024-05-02,213.68,104.66,0,2
359,211,2023-04-02,85.64,44.92,0,3
360,211,2023-08-16,245.46,94.79,0,3
361,212,2024-02-11,77.6,41.0,0,4
362,212,2024-03-14,164.95,65.69,0,1
363,213,2023-12-10,140.08,75.58,0,2
364,214,2024-04-24,102.87,50.43,0,2
365,215,2023-01-15,183.38,93.29,0,4
366,215,2023-10-01,221.94,103.78,0,4
367,215,2023-03-08,187.24,77.03,0,4
368,215,2023-03-21,111.19,46.94,0,4
369,216,2023-09-25,91.72,43.94,0,2
370,217,2023-09-25,166.23,66.51,0,3
371,217,2024-04-17,243.08,129.06,0,5
372,217,2024-05-09,191.86,93.74,0,1
373,218,2023-10-30,212.54,97.2,0,2
374,219,2024-01-18,127.39,62.79,0,2
375,219,2024-08-09,232.09,91.42,0,5
376,220,2024-04-02,108.31,43.22,0,3
377,221,2024-06-01,138.92,72.97,0,1
378,222,2023-07-30,130.54,59.49,0,4
379,222,2024-01-07,140.5,54.77,0,4
380,223,2024-04-18,29.68,17.83,1,4
381,223,2024-10-13,49.96,21.91,0,4
382,224,2023-03-07,55.54,30.42,0,3
383,225,2023-10-21,179.02,87.68,0,2
384,226,2024-01-27,111.06,60.41,0,2
385,227,2023-05-17,105.86,49.9,0,3
386,228,2023-08-17,177.33,81.34,0,4
387,229,2024-03-10,189.09,82.98,0,3
388,229,2024-10-21,47.09,23.18,0,3
389,229,2024-09-13,92.95,36.38,0,3
390,229,2024-09-08,138.22,68.31,0,3
391,230,2023-02-19,121.82,61.91,0,2
392,231,2023-05-24,95.62,48.23,0,3
393,231,2024-01-06,92.12,48.73,0,1
394,231,2023-12-09,88.63,38.21,0,5
395,231,2023-07-08,248.67,131.68,0,5
396,232,2023-06-29,119.76,65.3,0,3
397,233,2024-01-26,100.78,40.85,0,4
398,233,2024-06-25,226.86,97.81,0,3
399,233,2024-08-24,217.27,116.35,0,3
400,233,2024-07-17,252.91,120.07,0,4
401,234,2023-05-18,102.8,46.92,0,2
402,234,2023-12-19,51.34,22.8,0,3
403,234,2023-11-18,48.7,19.11,0,5
404,234,2024-01-08,199.35,94.69,0,5
405,235,2024-05-05,203.73,108.9,0,1
406,236,2023-05-01,177.01,88.2,0,4
407,237,2024-02-11,141.61,62.98,0,5
408,238,2024-01-03,199.49,103.03,0,2
409,239,2023-11-24,109.87,52.26,0,5
410,239,2023-12-28,161.73,77.51,0,1
411,240,2024-03-03,85.25,35.96,0,2
412,241,2023-12-12,214.14,99.23,0,2
413,241,2024-02-23,198.47,91.89,0,3
414,241,2024-09-01,257.87,139.95,0,5
415,242,2024-06-20,193.17,95.35,0,1
416,243,2024-02-27,155.37,63.03,0,1
417,243,2024-07-01,175.92,86.79,0,1
418,243,2024-09-01,185.04,70.81,0,4
419,244,2024-06-28,47.07,20.09,0,3
420,245,2023-01-18,167.13,90.21,0,3
421,245,2023-07-01,93.01,45.14,0,3
422,246,2023-09-16,91.78,40.7,0,4
423,247,2024-08-01,97.5,38.39,0,2
424,248,2024-10-27,61.36,29.08,0,4
425,249,2023-06-25,192.93,84.18,0,1
426,250,2023-04-08,205.85,109.76,0,5
427,251,2024-08-03,58.01,30.91,0,2
428,252,2023-02-03,58.15,34.39,1,1
429,252,2023-10-01,244.35,105.28,0,4
430,252,2023-07-27,164.67,86.35,0,3
431,252,2023-08-25,112.98,57.45,0,5
432,253,2023-05-24,165.63,83.93,0,4
433,253,2023-10-12,224.51,98.31,0,3
434,254,2024-09-20,114.42,44.06,0,5
435,255,2024-04-06,209.7,103.92,0,2
436,256,2023-03-29,96.69,37.95,0,4
437,256,2023-10-27,202.72,87.95,0,3
438,256,2023-05-25,41.14,17.79,0,4
439,257,2024-01-04,62.89,28.51,0,4
440,258,2024-06-08,106.94,51.51,0,2
441,258,2024-07-11,131.04,67.15,0,1
442,259,2024-07-26,216.18,88.38,0,5
443,260,2023-05-23,70.54,30.11,0,2
444,260,2023-09-22,247.73,124.5,0,1
445,261,2024-05-22,79.22,34.21,0,3
446,262,2023-12-07,111.48,50.71,0,5
447,263,2024-10-28,68.82,37.23,0,5
448,264,2024-02-12,96.0,44.49,0,5
449,265,2023-09-06,182.53,98.28,0,2
450,265,2023-11-21,45.92,23.13,0,5
451,265,2024-06-03,136.46,58.61,0,3
452,265,2024-03-31,220.17,113.45,0,2
453,266,2024-02-23,69.36,29.34,0,4
454,266,2024-10-12,56.27,30.86,0,4
455,266,2024-07-24,128.18,59.75,0,5
456,267,2024-03-04,183.38,97.6,0,3
457,268,2024-10-15,64.14,31.62,0,5
458,268,2024-11-25,256.39,126.96,0,5
459,269,2023-12-06,36.1,21.72,1,5
460,270,2024-06-15,165.34,73.34,0,3
461,271,2024-08-25,71.38,32.98,0,4
462,272,2023-03-29,209.62,90.77,0,1
463,272,2023-09-08,116.63,46.25,0,4
464,273,2024-04-08,186.78,97.94,0,2
465,274,2023-06-18,174.59,82.73,0,5
466,274,2024-03-19,91.01,40.85,0,4
467,274,2023-09-03,180.91,82.04,0,3
468,275,2023-01-30,199.54,90.4,0,4
469,275,2023-04-22,205.51,106.35,0,1
470,276,2023-03-06,184.91,81.76,0,3
471,276,2023-06-11,156.1,76.28,0,4
472,277,2024-09-03,64.99,29.75,0,2
473,278,2023-11-01,148.28,64.24,0,5
474,278,2024-01-16,192.56,89.89,0,1
475,279,2024-03-04,145.59,67.37,0,3
476,280,2024-10-22,75.32,32.32,0,5
477,281,2023-02-24,211.57,87.41,0,5
478,282,2024-07-29,131.62,59.32,0,3
479,283,2024-05-15,143.94,60.09,0,1
480,283,2024-10-29,77.01,35.25,0,1
481,284,2024-05-22,64.81,33.17,0,3
482,285,2024-01-11,177.44,80.74,0,3
483,285,2024-03-07,105.5,58.01,0,3
484,285,2024-06-04,116.69,60.54,0,1
485,286,2024-03-25,65.54,27.24,0,5
486,287,2023-12-26,151.8,73.58,0,5
487,288,2023-07-31,144.76,69.7,0,4
488,288,2023-11-12,166.0,89.96,0,1
489,288,2024-01-08,69.83,35.44,0,4
490,288,2023-12-13,258.35,136.25,0,4
491,289,2023-05-10,68.22,29.66,0,4
492,289,2023-09-17,71.28,34.75,0,4
493,289,2023-11-16,122.54,48.14,0,4
494,289,2023-12-29,128.63,65.28,0,4
495,290,2024-01-13,146.84,76.95,0,2
496,290,2024-07-23,227.02,116.98,0,1
497,290,2024-05-23,252.99,131.61,0,3
498,291,2024-05-21,104.11,49.58,0,2
499,292,2023-12-18,178.39,86.78,0,5
500,293,2023-01-17,195.09,74.16,0,1
501,294,2023-07-27,204.15,88.05,0,5
502,295,2023-10-08,108.08,53.28,0,1
503,296,2023-02-23,167.4,82.27,0,2
504,297,2023-01-02,58.64,27.46,0,1
505,297,2023-07-29,219.76,120.43,0,1
506,298,2024-03-08,128.6,50.82,0,4
507,299,2023-04-16,69.0,35.05,0,2
508,299,2023-06-21,156.71,59.78,0,2
509,299,2023-10-29,136.82,68.79,0,3
510,299,2023-10-23,242.38,117.49,0,3
511,300,2024-03-29,60.17,30.56,0,5
512,301,2024-01-29,183.44,89.81,0,2
513,301,2024-07-30,102.68,55.45,0,5
514,301,2024-03-05,85.2,41.17,0,1
515,301,2024-04-16,105.02,40.88,0,4
516,302,2023-09-03,132.43,62.22,0,2
517,303,2024-01-05,68.1,32.46,0,5
518,304,2023-06-26,212.03,81.17,0,4
519,304,2023-09-19,242.97,131.51,0,4
520,304,2023-11-04,103.03,51.63,0,5
521,305,2024-03-01,157.09,63.77,0,2
522,305,2024-08-08,254.35,103.37,0,3
523,306,2023-12-01,191.04,74.74,0,2
524,307,2023-09-02,60.09,27.47,0,1
525,308,2023-11-13,160.16,61.21,0,4
526,308,2024-01-23,249.66,117.07,0,4
527,309,2023-09-23,67.21,28.61,0,1
528,310,2023-01-31,136.67,74.59,0,2
529,311,2024-05-23,132.43,58.6,0,2
530,312,2024-08-10,65.18,24.8,0,4
531,313,2023-01-13,112.02,60.3,0,2
532,314,2024-07-20,169.95,71.07,0,4
533,314,2024-11-08,221.72,105.8,0,1
534,314,2024-09-18,188.13,73.17,0,5
535,314,2024-10-15,255.91,138.75,0,5
536,315,2023-03-12,196.56,85.07,0,5
537,315,2023-04-13,84.15,40.04,0,1
538,315,2023-06-27,93.37,41.33,0,5
539,316,2024-05-20,180.78,85.49,0,5
540,317,2023-06-04,116.76,51.25,0,1
541,318,2023-01-10,45.26,23.73,0,5
542,319,2023-04-17,217.05,117.95,0,1
543,320,2023-05-26,61.28,32.63,0,4
544,321,2024-01-17,146.63,71.6,0,2
545,322,2024-08-29,121.12,50.9,0,3
546,323,2024-02-07,173.69,74.03,0,4
547,323,2024-04-11,63.97,25.46,0,5
548,324,2024-04-05,138.79,57.64,0,2
549,325,2023-09-29,60.82,26.26,0,5
550,326,2024-09-09,191.29,75.66,0,1
551,327,2024-06-09,97.3,39.85,0,1
552,328,2024-04-08,141.27,56.13,0,3
553,329,2023-05-05,190.32,76.55,0,1
554,330,2024-01-17,209.08,100.28,0,4
555,331,2023-03-18,56.28,25.63,0,1
556,331,2023-05-18,247.3,96.1,0,1
557,331,2023-12-09,135.29,68.07,0,5
558,332,2024-05-23,164.56,68.54,0,1
559,332,2024-10-14,47.62,23.11,0,3
560,332,2024-08-23,149.76,79.38,0,1
561,333,2024-05-05,93.96,38.89,0,1
562,334,2024-06-22,42.04,26.34,1,2
563,335,2024-05-06,129.82,60.42,0,3
564,335,2024-06-11,171.37,65.97,0,1
565,336,2023-10-15,218.52,111.52,0,1
566,337,2023-06-13,159.95,82.98,0,1
567,338,2023-02-27,210.87,115.36,0,4
568,339,2023-06-27,148.69,74.14,0,1
569,340,2023-01-29,106.54,43.06,0,4
570,341,2024-05-19,22.72,12.75,1,3
571,342,2023-01-21,45.12,18.69,0,3
572,342,2023-04-06,53.1,21.51,0,1
573,342,2023-08-19,210.36,110.21,0,3
574,342,2023-09-28,251.32,111.46,0,1
575,343,2024-02-10,103.9,56.72,0,3
576,344,2024-03-23,213.12,87.3,0,4
577,345,2024-09-20,84.07,34.45,0,4
578,346,2023-10-29,172.55,93.4,0,1
579,346,2023-12-06,172.53,92.58,0,3
580,346,2024-08-01,88.6,42.19,0,5
581,346,2024-07-24,70.94,35.95,0,4
582,347,2023-09-01,156.33,81.24,0,2
583,348,2023-12-10,88.67,37.56,0,2
584,348,2024-01-21,136.41,61.57,0,4
585,349,2023-06-20,131.29,62.08,0,5
586,349,2024-02-06,183.21,91.02,0,5
587,349,2023-08-30,56.22,29.45,0,4
588,350,2023-10-29,90.7,39.74,0,1
589,351,2023-06-14,140.73,55.7,0,4
590,352,2024-09-20,168.29,82.65,0,5
591,353,2024-03-20,62.72,25.86,0,1
592,354,2024-07-07,86.57,41.31,0,2
593,355,2023-06-07,45.67,23.75,0,1
594,356,2024-05-06,49.5,21.27,0,1
595,356,2024-08-22,143.61,76.42,0,4
596,357,2023-09-29,140.22,74.39,0,1
597,357,2023-11-09,136.74,58.08,0,1
598,357,2024-05-30,164.13,66.59,0,1
599,358,2023-04-10,105.16,57.31,0,1
600,359,2024-07-20,112.74,61.35,0,1
601,360,2024-05-01,86.24,38.56,0,3
602,361,2023-02-05,202.58,100.31,0,3
603,362,2023-05-04,123.58,50.47,0,5
604,362,2023-07-05,133.14,72.96,0,5
605,363,2024-03-21,188.95,90.91,0,1
