customer_id,first_order_date,acquisition_channel_id,acquisition_month_id,acquisition_channel_code,paid_social_subtype,acquisition_utm_campaign
160,2023-05-30,1,5,direct_mail,,direct_mail_2023_05
161,2023-10-23,2,10,paid_social,buyer_file,meta_buyer_file_2023_10
162,2023-12-28,2,12,paid_social,acquisition,meta_acquisition_2023_12
163,2023-03-11,2,3,paid_social,acquisition,meta_acquisition_2023_03
164,2023-02-15,2,2,paid_social,buyer_file,meta_buyer_file_2023_02
165,2024-05-05,3,17,email,,email_2024_05
166,2023-10-28,1,10,direct_mail,,direct_mail_2023_10
167,2023-02-18,5,2,direct,,direct_2023_02
168,2024-03-26,5,15,direct,,direct_2024_03
169,2024-06-15,2,18,paid_social,buyer_file,meta_buyer_file_2024_06
170,2024-03-30,2,15,paid_social,buyer_file,meta_buyer_file_2024_03
171,2023-06-13,5,6,direct,,direct_2023_06
172,2023-02-03,3,2,email,,email_2023_02
173,2024-08-10,1,20,direct_mail,,direct_mail_2024_08
174,2023-01-27,4,1,organic,,organic_2023_01
175,2023-03-17,2,3,paid_social,acquisition,meta_acquisition_2023_03
176,2023-11-24,4,11,organic,,organic_2023_11
177,2023-05-05,5,5,direct,,direct_2023_05
178,2024-08-09,2,20,paid_social,acquisition,meta_acquisition_2024_08
179,2024-05-05,3,17,email,,email_2024_05
180,2024-10-19,1,22,direct_mail,,direct_mail_2024_10
181,2024-07-18,3,19,email,,email_2024_07
182,2023-02-26,4,2,organic,,organic_2023_02
183,2023-08-19,2,8,paid_social,acquisition,meta_acquisition_2023_08
184,2024-07-18,2,19,paid_social,acquisition,meta_acquisition_2024_07
185,2024-08-17,1,20,direct_mail,,direct_mail_2024_08
186,2024-07-31,1,19,direct_mail,,direct_mail_2024_07
187,2023-09-29,3,9,email,,email_2023_09
188,2024-10-04,3,22,email,,email_2024_10
189,2024-02-20,2,14,paid_social,buyer_file,meta_buyer_file_2024_02
190,2024-04-22,1,16,direct_mail,,direct_mail_2024_04
191,2024-09-22,2,21,paid_social,acquisition,meta_acquisition_2024_09
192,2023-07-14,4,7,organic,,organic_2023_07
193,2023-08-09,3,8,email,,email_2023_08
194,2024-04-26,2,16,paid_social,buyer_file,meta_buyer_file_2024_04
195,2024-05-31,2,17,paid_social,acquisition,meta_acquisition_2024_05
196,2024-01-10,4,13,organic,,organic_2024_01
197,2023-06-02,3,6,email,,email_2023_06
198,2024-03-02,3,15,email,,email_2024_03
199,2024-09-26,4,21,organic,,organic_2024_09
200,2023-04-23,1,4,direct_mail,,direct_mail_2023_04
201,2024-01-21,2,13,paid_social,buyer_file,meta_buyer_file_2024_01
202,2024-10-20,4,22,organic,,organic_2024_10
203,2023-11-01,4,11,organic,,organic_2023_11
204,2024-07-27,5,19,direct,,direct_2024_07
205,2024-01-24,5,13,direct,,direct_2024_01
206,2023-09-20,4,9,organic,,organic_2023_09
207,2023-10-06,1,10,direct_mail,,direct_mail_2023_10
208,2024-06-27,2,18,paid_social,buyer_file,meta_buyer_file_2024_06
209,2023-05-21,1,5,direct_mail,,direct_mail_2023_05
210,2024-05-02,2,17,paid_social,buyer_file,meta_buyer_file_2024_05
211,2023-04-02,3,4,email,,email_2023_04
212,2024-02-11,4,14,organic,,organic_2024_02
213,2023-12-10,2,12,paid_social,acquisition,meta_acquisition_2023_12
214,2024-04-24,2,16,paid_social,acquisition,meta_acquisition_2024_04
215,2023-01-15,4,1,organic,,organic_2023_01
216,2023-09-25,2,9,paid_social,acquisition,meta_acquisition_2023_09
217,2023-09-25,3,9,email,,email_2023_09
218,2023-10-30,2,10,paid_social,buyer_file,meta_buyer_file_2023_10
219,2024-01-18,2,13,paid_social,acquisition,meta_acquisition_2024_01
220,2024-04-02,3,16,email,,email_2024_04
221,2024-06-01,1,18,direct_mail,,direct_mail_2024_06
222,2023-07-30,4,7,organic,,organic_2023_07
223,2024-04-18,4,16,organic,,organic_2024_04
224,2023-03-07,3,3,email,,email_2023_03
225,2023-10-21,2,10,paid_social,acquisition,meta_acquisition_2023_10
226,2024-01-27,2,13,paid_social,acquisition,meta_acquisition_2024_01
227,2023-05-17,3,5,email,,email_2023_05
228,2023-08-17,4,8,organic,,organic_2023_08
229,2024-03-10,3,15,email,,email_2024_03
230,2023-02-19,2,2,paid_social,buyer_file,meta_buyer_file_2023_02
231,2023-05-24,3,5,email,,email_2023_05
232,2023-06-29,3,6,email,,email_2023_06
233,2024-01-26,4,13,organic,,organic_2024_01
234,2023-05-18,2,5,paid_social,buyer_file,meta_buyer_file_2023_05
235,2024-05-05,1,17,direct_mail,,direct_mail_2024_05
236,2023-05-01,4,5,organic,,organic_2023_05
237,2024-02-11,5,14,direct,,direct_2024_02
238,2024-01-03,2,13,paid_social,buyer_file,meta_buyer_file_2024_01
239,2023-11-24,5,11,direct,,direct_2023_11
240,2024-03-03,2,15,paid_social,buyer_file,meta_buyer_file_2024_03
241,2023-12-12,2,12,paid_social,acquisition,meta_acquisition_2023_12
242,2024-06-20,1,18,direct_mail,,direct_mail_2024_06
243,2024-02-27,1,14,direct_mail,,direct_mail_2024_02
244,2024-06-28,3,18,email,,email_2024_06
245,2023-01-18,3,1,email,,email_2023_01
246,2023-09-16,4,9,organic,,organic_2023_09
247,2024-08-01,2,20,paid_social,acquisition,meta_acquisition_2024_08
248,2024-10-27,4,22,organic,,organic_2024_10
249,2023-06-25,1,6,direct_mail,,direct_mail_2023_06
250,2023-04-08,5,4,direct,,direct_2023_04
251,2024-08-03,2,20,paid_social,buyer_file,meta_buyer_file_2024_08
252,2023-02-03,1,2,direct_mail,,direct_mail_2023_02
253,2023-05-24,4,5,organic,,organic_2023_05
254,2024-09-20,5,21,direct,,direct_2024_09
255,2024-04-06,2,16,paid_social,buyer_file,meta_buyer_file_2024_04
256,2023-03-29,4,3,organic,,organic_2023_03
257,2024-01-04,4,13,organic,,organic_2024_01
258,2024-06-08,2,18,paid_social,buyer_file,meta_buyer_file_2024_06
259,2024-07-26,5,19,direct,,direct_2024_07
260,2023-05-23,2,5,paid_social,buyer_file,meta_buyer_file_2023_05
261,2024-05-22,3,17,email,,email_2024_05
262,2023-12-07,5,12,direct,,direct_2023_12
263,2024-10-28,5,22,direct,,direct_2024_10
264,2024-02-12,5,14,direct,,direct_2024_02
265,2023-09-06,2,9,paid_social,buyer_file,meta_buyer_file_2023_09
266,2024-02-23,4,14,organic,,organic_2024_02
267,2024-03-04,3,15,email,,email_2024_03
268,2024-10-15,5,22,direct,,direct_2024_10
269,2023-12-06,5,12,direct,,direct_2023_12
270,2024-06-15,3,18,email,,email_2024_06
271,2024-08-25,4,20,organic,,organic_2024_08
272,2023-03-29,1,3,direct_mail,,direct_mail_2023_03
273,2024-04-08,2,16,paid_social,buyer_file,meta_buyer_file_2024_04
274,2023-06-18,5,6,direct,,direct_2023_06
275,2023-01-30,4,1,organic,,organic_2023_01
276,2023-03-06,3,3,email,,email_2023_03
277,2024-09-03,2,21,paid_social,buyer_file,meta_buyer_file_2024_09
278,2023-11-01,5,11,direct,,direct_2023_11
279,2024-03-04,3,15,email,,email_2024_03
280,2024-10-22,5,22,direct,,direct_2024_10
281,2023-02-24,5,2,direct,,direct_2023_02
282,2024-07-29,3,19,email,,email_2024_07
283,2024-05-15,1,17,direct_mail,,direct_mail_2024_05
284,2024-05-22,3,17,email,,email_2024_05
285,2024-01-11,3,13,email,,email_2024_01
286,2024-03-25,5,15,direct,,direct_2024_03
287,2023-12-26,5,12,direct,,direct_2023_12
288,2023-07-31,4,7,organic,,organic_2023_07
289,2023-05-10,4,5,organic,,organic_2023_05
290,2024-01-13,2,13,paid_social,acquisition,meta_acquisition_2024_01
291,2024-05-21,2,17,paid_social,acquisition,meta_acquisition_2024_05
292,2023-12-18,5,12,direct,,direct_2023_12
293,2023-01-17,1,1,direct_mail,,direct_mail_2023_01
294,2023-07-27,5,7,direct,,direct_2023_07
295,2023-10-08,1,10,direct_mail,,direct_mail_2023_10
296,2023-02-23,2,2,paid_social,buyer_file,meta_buyer_file_2023_02
297,2023-01-02,1,1,direct_mail,,direct_mail_2023_01
298,2024-03-08,4,15,organic,,organic_2024_03
299,2023-04-16,2,4,paid_social,acquisition,meta_acquisition_2023_04
300,2024-03-29,5,15,direct,,direct_2024_03
301,2024-01-29,2,13,paid_social,acquisition,meta_acquisition_2024_01
302,2023-09-03,2,9,paid_social,buyer_file,meta_buyer_file_2023_09
303,2024-01-05,5,13,direct,,direct_2024_01
304,2023-06-26,4,6,organic,,organic_2023_06
305,2024-03-01,2,15,paid_social,acquisition,meta_acquisition_2024_03
306,2023-12-01,2,12,paid_social,acquisition,meta_acquisition_2023_12
307,2023-09-02,1,9,direct_mail,,direct_mail_2023_09
308,2023-11-13,4,11,organic,,organic_2023_11
309,2023-09-23,1,9,direct_mail,,direct_mail_2023_09
310,2023-01-31,2,1,paid_social,acquisition,meta_acquisition_2023_01
311,2024-05-23,2,17,paid_social,buyer_file,meta_buyer_file_2024_05
312,2024-08-10,4,20,organic,,organic_2024_08
313,2023-01-13,2,1,paid_social,acquisition,meta_acquisition_2023_01
314,2024-07-20,4,19,organic,,organic_2024_07
315,2023-03-12,5,3,direct,,direct_2023_03
316,2024-05-20,5,17,direct,,direct_2024_05
317,2023-06-04,1,6,direct_mail,,direct_mail_2023_06
318,2023-01-10,5,1,direct,,direct_2023_01
319,2023-04-17,1,4,direct_mail,,direct_mail_2023_04
320,2023-05-26,4,5,organic,,organic_2023_05
321,2024-01-17,2,13,paid_social,acquisition,meta_acquisition_2024_01
322,2024-08-29,3,20,email,,email_2024_08
323,2024-02-07,4,14,organic,,organic_2024_02
324,2024-04-05,2,16,paid_social,acquisition,meta_acquisition_2024_04
325,2023-09-29,5,9,direct,,direct_2023_09
326,2024-09-09,1,21,direct_mail,,direct_mail_2024_09
327,2024-06-09,1,18,direct_mail,,direct_mail_2024_06
328,2024-04-08,3,16,email,,email_2024_04
329,2023-05-05,1,5,direct_mail,,direct_mail_2023_05
330,2024-01-17,4,13,organic,,organic_2024_01
331,2023-03-18,1,3,direct_mail,,direct_mail_2023_03
332,2024-05-23,1,17,direct_mail,,direct_mail_2024_05
333,2024-05-05,1,17,direct_mail,,direct_mail_2024_05
334,2024-06-22,2,18,paid_social,acquisition,meta_acquisition_2024_06
335,2024-05-06,3,17,email,,email_2024_05
336,2023-10-15,1,10,direct_mail,,direct_mail_2023_10
337,2023-06-13,1,6,direct_mail,,direct_mail_2023_06
338,2023-02-27,4,2,organic,,organic_2023_02
339,2023-06-27,1,6,direct_mail,,direct_mail_2023_06
340,2023-01-29,4,1,organic,,organic_2023_01
341,2024-05-19,3,17,email,,email_2024_05
342,2023-01-21,3,1,email,,email_2023_01
343,2024-02-10,3,14,email,,email_2024_02
344,2024-03-23,4,15,organic,,organic_2024_03
345,2024-09-20,4,21,organic,,organic_2024_09
346,2023-10-29,1,10,direct_mail,,direct_mail_2023_10
347,2023-09-01,2,9,paid_social,buyer_file,meta_buyer_file_2023_09
348,2023-12-10,2,12,paid_social,buyer_file,meta_buyer_file_2023_12
349,2023-06-20,5,6,direct,,direct_2023_06
350,2023-10-29,1,10,direct_mail,,direct_mail_2023_10
351,2023-06-14,4,6,organic,,organic_2023_06
352,2024-09-20,5,21,direct,,direct_2024_09
353,2024-03-20,1,15,direct_mail,,direct_mail_2024_03
354,2024-07-07,2,19,paid_social,buyer_file,meta_buyer_file_2024_07
355,2023-06-07,1,6,direct_mail,,direct_mail_2023_06
356,2024-05-06,1,17,direct_mail,,direct_mail_2024_05
357,2023-09-29,1,9,direct_mail,,direct_mail_2023_09
358,2023-04-10,1,4,direct_mail,,direct_mail_2023_04
359,2024-07-20,1,19,direct_mail,,direct_mail_2024_07
360,2024-05-01,3,17,email,,email_2024_05
361,2023-02-05,3,2,email,,email_2023_02
362,2023-05-04,5,5,direct,,direct_2023_05
363,2024-03-21,1,15,direct_mail,,direct_mail_2024_03
364,2024-06-19,4,18,organic,,organic_2024_06
365,2023-04-13,5,4,direct,,direct_2023_04
366,2023-12-19,5,12,direct,,direct_2023_12
367,2023-06-26,2,6,paid_social,buyer_file,meta_buyer_file_2023_06
368,2023-12-06,4,12,organic,,organic_2023_12
369,2023-11-04,5,11,direct,,direct_2023_11
370,2024-10-23,1,22,direct_mail,,direct_mail_2024_10
371,2024-06-12,5,18,direct,,direct_2024_06
372,2024-06-02,2,18,paid_social,acquisition,meta_acquisition_2024_06
373,2023-07-25,4,7,organic,,organic_2023_07
374,2023-10-08,2,10,paid_social,acquisition,meta_acquisition_2023_10
375,2023-09-22,4,9,organic,,organic_2023_09
376,2023-06-27,3,6,email,,email_2023_06
377,2023-04-15,1,4,direct_mail,,direct_mail_2023_04
378,2024-08-31,3,20,email,,email_2024_08
379,2024-10-17,2,22,paid_social,buyer_file,meta_buyer_file_2024_10
380,2023-09-04,5,9,direct,,direct_2023_09
381,2023-05-24,4,5,organic,,organic_2023_05
382,2024-02-02,4,14,organic,,organic_2024_02
383,2023-05-12,4,5,organic,,organic_2023_05
384,2023-12-10,3,12,email,,email_2023_12
385,2024-08-17,5,20,direct,,direct_2024_08
386,2024-01-26,3,13,email,,email_2024_01
387,2023-12-17,2,12,paid_social,acquisition,meta_acquisition_2023_12
388,2023-03-24,2,3,paid_social,acquisition,meta_acquisition_2023_03
389,2023-04-01,1,4,direct_mail,,direct_mail_2023_04
390,2023-01-15,5,1,direct,,direct_2023_01
391,2023-10-25,2,10,paid_social,acquisition,meta_acquisition_2023_10
392,2023-05-15,1,5,direct_mail,,direct_mail_2023_05
393,2023-02-08,2,2,paid_social,acquisition,meta_acquisition_2023_02
394,2024-03-30,2,15,paid_social,acquisition,meta_acquisition_2024_03
395,2023-11-05,2,11,paid_social,buyer_file,meta_buyer_file_2023_11
396,2023-04-19,2,4,paid_social,acquisition,meta_acquisition_2023_04
397,2024-02-24,2,14,paid_social,buyer_file,meta_buyer_file_2024_02
398,2024-05-20,1,17,direct_mail,,direct_mail_2024_05
399,2023-02-10,5,2,direct,,direct_2023_02
400,2024-01-02,5,13,direct,,direct_2024_01
401,2023-12-17,1,12,direct_mail,,direct_mail_2023_12
402,2023-06-13,1,6,direct_mail,,direct_mail_2023_06
403,2024-11-01,2,23,paid_social,acquisition,meta_acquisition_2024_11
404,2023-12-13,3,12,email,,email_2023_12
405,2024-05-08,2,17,paid_social,acquisition,meta_acquisition_2024_05
406,2023-02-25,1,2,direct_mail,,direct_mail_2023_02
407,2023-10-12,1,10,direct_mail,,direct_mail_2023_10
408,2024-10-31,1,22,direct_mail,,direct_mail_2024_10
409,2024-09-10,5,21,direct,,direct_2024_09
410,2024-04-12,5,16,direct,,direct_2024_04
411,2024-07-27,4,19,organic,,organic_2024_07
412,2023-04-10,4,4,organic,,organic_2023_04
413,2023-10-26,3,10,email,,email_2023_10
414,2024-02-24,1,14,direct_mail,,direct_mail_2024_02
415,2024-08-25,1,20,direct_mail,,direct_mail_2024_08
416,2024-05-25,1,17,direct_mail,,direct_mail_2024_05
417,2024-06-04,4,18,organic,,organic_2024_06
418,2023-04-17,2,4,paid_social,acquisition,meta_acquisition_2023_04
419,2023-09-12,2,9,paid_social,acquisition,meta_acquisition_2023_09
420,2024-06-08,2,18,paid_social,acquisition,meta_acquisition_2024_06
421,2023-07-25,1,7,direct_mail,,direct_mail_2023_07
422,2024-06-30,2,18,paid_social,acquisition,meta_acquisition_2024_06
423,2023-10-30,1,10,direct_mail,,direct_mail_2023_10
424,2024-07-29,5,19,direct,,direct_2024_07
425,2023-10-22,4,10,organic,,organic_2023_10
426,2023-11-17,5,11,direct,,direct_2023_11
427,2024-03-29,4,15,organic,,organic_2024_03
428,2024-07-13,4,19,organic,,organic_2024_07
429,2023-03-18,1,3,direct_mail,,direct_mail_2023_03
430,2024-10-02,3,22,email,,email_2024_10
431,2023-11-22,3,11,email,,email_2023_11
432,2024-10-26,1,22,direct_mail,,direct_mail_2024_10
433,2024-09-28,2,21,paid_social,buyer_file,meta_buyer_file_2024_09
434,2023-10-17,1,10,direct_mail,,direct_mail_2023_10
435,2024-07-04,3,19,email,,email_2024_07
436,2024-03-21,3,15,email,,email_2024_03
437,2023-12-06,1,12,direct_mail,,direct_mail_2023_12
438,2024-02-19,2,14,paid_social,buyer_file,meta_buyer_file_2024_02
439,2024-08-22,1,20,direct_mail,,direct_mail_2024_08
440,2024-01-26,2,13,paid_social,acquisition,meta_acquisition_2024_01
441,2024-07-12,2,19,paid_social,acquisition,meta_acquisition_2024_07
442,2024-10-25,2,22,paid_social,acquisition,meta_acquisition_2024_10
443,2024-07-04,3,19,email,,email_2024_07
444,2023-08-05,2,8,paid_social,acquisition,meta_acquisition_2023_08
445,2023-07-18,1,7,direct_mail,,direct_mail_2023_07
446,2024-07-16,2,19,paid_social,acquisition,meta_acquisition_2024_07
447,2024-05-13,5,17,direct,,direct_2024_05
448,2023-07-18,2,7,paid_social,acquisition,meta_acquisition_2023_07
449,2024-01-09,4,13,organic,,organic_2024_01
450,2024-10-18,2,22,paid_social,acquisition,meta_acquisition_2024_10
451,2024-01-03,4,13,organic,,organic_2024_01
452,2024-06-03,3,18,email,,email_2024_06
453,2024-04-28,3,16,email,,email_2024_04
454,2023-10-25,1,10,direct_mail,,direct_mail_2023_10
455,2023-05-24,2,5,paid_social,buyer_file,meta_buyer_file_2023_05
456,2024-05-10,5,17,direct,,direct_2024_05
457,2024-02-02,2,14,paid_social,acquisition,meta_acquisition_2024_02
458,2024-06-17,3,18,email,,email_2024_06
459,2024-01-21,3,13,email,,email_2024_01
460,2024-01-21,5,13,direct,,direct_2024_01
461,2023-10-15,1,10,direct_mail,,direct_mail_2023_10
462,2024-05-05,2,17,paid_social,acquisition,meta_acquisition_2024_05
463,2024-07-31,3,19,email,,email_2024_07
464,2023-08-10,2,8,paid_social,acquisition,meta_acquisition_2023_08
465,2024-08-19,4,20,organic,,organic_2024_08
466,2023-12-17,5,12,direct,,direct_2023_12
467,2024-03-05,4,15,organic,,organic_2024_03
468,2024-06-28,3,18,email,,email_2024_06
469,2023-01-02,5,1,direct,,direct_2023_01
470,2023-02-14,4,2,organic,,organic_2023_02
471,2023-12-25,3,12,email,,email_2023_12
472,2023-03-27,2,3,paid_social,acquisition,meta_acquisition_2023_03
473,2024-08-14,3,20,email,,email_2024_08
474,2024-02-23,2,14,paid_social,buyer_file,meta_buyer_file_2024_02
