drop_id,drop_date,audience_type,customer_id,is_mailed
dm_2024_spring_buyer,2024-03-15,buyer_file,2489,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1284,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1224,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1696,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2217,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1067,1
dm_2024_spring_buyer,2024-03-15,buyer_file,225,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1450,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1063,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1419,1
dm_2024_spring_buyer,2024-03-15,buyer_file,874,1
dm_2024_spring_buyer,2024-03-15,buyer_file,390,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1260,0
dm_2024_spring_buyer,2024-03-15,buyer_file,1806,0
dm_2024_spring_buyer,2024-03-15,buyer_file,2267,1
dm_2024_spring_buyer,2024-03-15,buyer_file,217,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2484,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1773,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2420,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2234,1
dm_2024_spring_buyer,2024-03-15,buyer_file,325,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2032,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2241,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2056,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1524,0
dm_2024_spring_buyer,2024-03-15,buyer_file,1672,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1198,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1560,1
dm_2024_spring_buyer,2024-03-15,buyer_file,878,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1656,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2439,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1493,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2273,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2152,1
dm_2024_spring_buyer,2024-03-15,buyer_file,956,0
dm_2024_spring_buyer,2024-03-15,buyer_file,813,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1269,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2413,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1062,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2183,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2275,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1518,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2122,1
dm_2024_spring_buyer,2024-03-15,buyer_file,31,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2352,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1811,1
dm_2024_spring_buyer,2024-03-15,buyer_file,193,1
dm_2024_spring_buyer,2024-03-15,buyer_file,760,1
dm_2024_spring_buyer,2024-03-15,buyer_file,984,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1849,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1829,1
dm_2024_spring_buyer,2024-03-15,buyer_file,361,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2106,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2295,1
dm_2024_spring_buyer,2024-03-15,buyer_file,990,0
dm_2024_spring_buyer,2024-03-15,buyer_file,25,0
dm_2024_spring_buyer,2024-03-15,buyer_file,402,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2195,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2229,1
dm_2024_spring_buyer,2024-03-15,buyer_file,675,1
dm_2024_spring_buyer,2024-03-15,buyer_file,100,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1401,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1665,0
dm_2024_spring_buyer,2024-03-15,buyer_file,1896,1
dm_2024_spring_buyer,2024-03-15,buyer_file,978,1
dm_2024_spring_buyer,2024-03-15,buyer_file,887,1
dm_2024_spring_buyer,2024-03-15,buyer_file,779,1
dm_2024_spring_buyer,2024-03-15,buyer_file,596,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1853,1
dm_2024_spring_buyer,2024-03-15,buyer_file,872,1
dm_2024_spring_buyer,2024-03-15,buyer_file,550,1
dm_2024_spring_buyer,2024-03-15,buyer_file,864,0
dm_2024_spring_buyer,2024-03-15,buyer_file,1561,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1158,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1037,1
dm_2024_spring_buyer,2024-03-15,buyer_file,149,1
dm_2024_spring_buyer,2024-03-15,buyer_file,764,1
dm_2024_spring_buyer,2024-03-15,buyer_file,552,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1268,1
dm_2024_spring_buyer,2024-03-15,buyer_file,970,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2203,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1512,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2238,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1452,1
dm_2024_spring_buyer,2024-03-15,buyer_file,765,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1035,1
dm_2024_spring_buyer,2024-03-15,buyer_file,680,0
dm_2024_spring_buyer,2024-03-15,buyer_file,1686,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1826,1
dm_2024_spring_buyer,2024-03-15,buyer_file,960,0
dm_2024_spring_buyer,2024-03-15,buyer_file,660,1
dm_2024_spring_buyer,2024-03-15,buyer_file,911,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2067,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1323,1
dm_2024_spring_buyer,2024-03-15,buyer_file,580,1
dm_2024_spring_buyer,2024-03-15,buyer_file,177,1
dm_2024_spring_buyer,2024-03-15,buyer_file,562,1
dm_2024_spring_buyer,2024-03-15,buyer_file,967,1
dm_2024_spring_buyer,2024-03-15,buyer_file,739,1
dm_2024_spring_buyer,2024-03-15,buyer_file,86,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2335,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1010,1
dm_2024_spring_buyer,2024-03-15,buyer_file,3,0
dm_2024_spring_buyer,2024-03-15,buyer_file,262,0
dm_2024_spring_buyer,2024-03-15,buyer_file,2331,1
dm_2024_spring_buyer,2024-03-15,buyer_file,772,0
dm_2024_spring_buyer,2024-03-15,buyer_file,924,1
dm_2024_spring_buyer,2024-03-15,buyer_file,709,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2004,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1127,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1169,1
dm_2024_spring_buyer,2024-03-15,buyer_file,566,0
dm_2024_spring_buyer,2024-03-15,buyer_file,2184,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1184,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2263,1
dm_2024_spring_buyer,2024-03-15,buyer_file,293,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2034,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2425,1
dm_2024_spring_buyer,2024-03-15,buyer_file,37,0
dm_2024_spring_buyer,2024-03-15,buyer_file,1872,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1305,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1263,1
dm_2024_spring_buyer,2024-03-15,buyer_file,346,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1289,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1082,0
dm_2024_spring_buyer,2024-03-15,buyer_file,1334,1
dm_2024_spring_buyer,2024-03-15,buyer_file,522,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1494,0
dm_2024_spring_buyer,2024-03-15,buyer_file,228,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1697,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1273,0
dm_2024_spring_buyer,2024-03-15,buyer_file,1677,1
dm_2024_spring_buyer,2024-03-15,buyer_file,288,1
dm_2024_spring_buyer,2024-03-15,buyer_file,840,1
dm_2024_spring_buyer,2024-03-15,buyer_file,901,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2465,0
dm_2024_spring_buyer,2024-03-15,buyer_file,113,1
dm_2024_spring_buyer,2024-03-15,buyer_file,16,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1506,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1143,1
dm_2024_spring_buyer,2024-03-15,buyer_file,993,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2288,0
dm_2024_spring_buyer,2024-03-15,buyer_file,640,1
dm_2024_spring_buyer,2024-03-15,buyer_file,756,0
dm_2024_spring_buyer,2024-03-15,buyer_file,2194,0
dm_2024_spring_buyer,2024-03-15,buyer_file,627,1
dm_2024_spring_buyer,2024-03-15,buyer_file,532,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1909,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1725,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2283,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1805,0
dm_2024_spring_buyer,2024-03-15,buyer_file,892,0
dm_2024_spring_buyer,2024-03-15,buyer_file,844,1
dm_2024_spring_buyer,2024-03-15,buyer_file,308,0
dm_2024_spring_buyer,2024-03-15,buyer_file,1594,0
dm_2024_spring_buyer,2024-03-15,buyer_file,1971,1
dm_2024_spring_buyer,2024-03-15,buyer_file,130,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2438,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1548,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1190,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2226,1
dm_2024_spring_buyer,2024-03-15,buyer_file,107,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1698,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2327,1
dm_2024_spring_buyer,2024-03-15,buyer_file,857,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1405,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2412,1
dm_2024_spring_buyer,2024-03-15,buyer_file,965,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1462,0
dm_2024_spring_buyer,2024-03-15,buyer_file,132,0
dm_2024_spring_buyer,2024-03-15,buyer_file,1315,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1244,1
dm_2024_spring_buyer,2024-03-15,buyer_file,693,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1960,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1210,0
dm_2024_spring_buyer,2024-03-15,buyer_file,559,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1155,1
dm_2024_spring_buyer,2024-03-15,buyer_file,347,1
dm_2024_spring_buyer,2024-03-15,buyer_file,142,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1825,0
dm_2024_spring_buyer,2024-03-15,buyer_file,1185,1
dm_2024_spring_buyer,2024-03-15,buyer_file,215,0
dm_2024_spring_buyer,2024-03-15,buyer_file,547,0
dm_2024_spring_buyer,2024-03-15,buyer_file,1922,0
dm_2024_spring_buyer,2024-03-15,buyer_file,1085,1
dm_2024_spring_buyer,2024-03-15,buyer_file,76,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1670,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2141,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1424,1
dm_2024_spring_buyer,2024-03-15,buyer_file,684,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1652,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1738,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2398,1
dm_2024_spring_buyer,2024-03-15,buyer_file,281,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2204,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2035,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1791,1
dm_2024_spring_buyer,2024-03-15,buyer_file,6,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1622,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1929,1
dm_2024_spring_buyer,2024-03-15,buyer_file,879,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1596,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2282,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2268,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2337,1
dm_2024_spring_buyer,2024-03-15,buyer_file,81,1
dm_2024_spring_buyer,2024-03-15,buyer_file,512,0
dm_2024_spring_buyer,2024-03-15,buyer_file,2366,1
dm_2024_spring_buyer,2024-03-15,buyer_file,841,1
dm_2024_spring_buyer,2024-03-15,buyer_file,384,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1552,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1019,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2131,1
dm_2024_spring_buyer,2024-03-15,buyer_file,721,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1254,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1628,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1521,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2181,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1823,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2046,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1695,0
dm_2024_spring_buyer,2024-03-15,buyer_file,1845,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2260,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2368,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2009,1
dm_2024_spring_buyer,2024-03-15,buyer_file,851,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1416,1
dm_2024_spring_buyer,2024-03-15,buyer_file,134,1
dm_2024_spring_buyer,2024-03-15,buyer_file,581,0
dm_2024_spring_buyer,2024-03-15,buyer_file,1150,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2133,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2166,1
dm_2024_spring_buyer,2024-03-15,buyer_file,653,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1968,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2228,0
dm_2024_spring_buyer,2024-03-15,buyer_file,1272,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2097,1
dm_2024_spring_buyer,2024-03-15,buyer_file,421,1
dm_2024_spring_buyer,2024-03-15,buyer_file,209,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1048,0
dm_2024_spring_buyer,2024-03-15,buyer_file,1790,1
dm_2024_spring_buyer,2024-03-15,buyer_file,445,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1170,0
dm_2024_spring_buyer,2024-03-15,buyer_file,1356,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1484,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2473,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1327,1
dm_2024_spring_buyer,2024-03-15,buyer_file,979,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2324,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1153,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1614,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1089,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1370,0
dm_2024_spring_buyer,2024-03-15,buyer_file,572,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1913,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1191,0
dm_2024_spring_buyer,2024-03-15,buyer_file,2246,0
dm_2024_spring_buyer,2024-03-15,buyer_file,145,1
dm_2024_spring_buyer,2024-03-15,buyer_file,535,0
dm_2024_spring_buyer,2024-03-15,buyer_file,1193,0
dm_2024_spring_buyer,2024-03-15,buyer_file,1755,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1908,0
dm_2024_spring_buyer,2024-03-15,buyer_file,1017,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2264,1
dm_2024_spring_buyer,2024-03-15,buyer_file,72,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1174,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1435,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1234,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1703,0
dm_2024_spring_buyer,2024-03-15,buyer_file,1856,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1572,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2431,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1915,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1667,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2124,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2003,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1362,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1543,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1299,1
dm_2024_spring_buyer,2024-03-15,buyer_file,419,1
dm_2024_spring_buyer,2024-03-15,buyer_file,295,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1587,0
dm_2024_spring_buyer,2024-03-15,buyer_file,860,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1489,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2492,1
dm_2024_spring_buyer,2024-03-15,buyer_file,891,1
dm_2024_spring_buyer,2024-03-15,buyer_file,613,1
dm_2024_spring_buyer,2024-03-15,buyer_file,444,1
dm_2024_spring_buyer,2024-03-15,buyer_file,253,1
dm_2024_spring_buyer,2024-03-15,buyer_file,265,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1445,1
dm_2024_spring_buyer,2024-03-15,buyer_file,464,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2496,1
dm_2024_spring_buyer,2024-03-15,buyer_file,2018,1
dm_2024_spring_buyer,2024-03-15,buyer_file,1715,1
dm_2024_spring_buyer,2024-03-15,buyer_file,788,1
dm_2024_spring_buyer,2024-03-15,buyer_file,203,1
dm_2024_spring_prospect,2024-03-15,prospect,90243,1
dm_2024_spring_prospect,2024-03-15,prospect,90067,1
dm_2024_spring_prospect,2024-03-15,prospect,90195,1
dm_2024_spring_prospect,2024-03-15,prospect,90031,1
dm_2024_spring_prospect,2024-03-15,prospect,90242,1
dm_2024_spring_prospect,2024-03-15,prospect,90354,1
dm_2024_spring_prospect,2024-03-15,prospect,90086,1
dm_2024_spring_prospect,2024-03-15,prospect,90003,1
dm_2024_spring_prospect,2024-03-15,prospect,90049,1
dm_2024_spring_prospect,2024-03-15,prospect,90141,1
dm_2024_spring_prospect,2024-03-15,prospect,90275,0
dm_2024_spring_prospect,2024-03-15,prospect,90315,1
dm_2024_spring_prospect,2024-03-15,prospect,90217,1
dm_2024_spring_prospect,2024-03-15,prospect,90247,1
dm_2024_spring_prospect,2024-03-15,prospect,90284,1
dm_2024_spring_prospect,2024-03-15,prospect,90365,0
dm_2024_spring_prospect,2024-03-15,prospect,90010,1
dm_2024_spring_prospect,2024-03-15,prospect,90285,1
dm_2024_spring_prospect,2024-03-15,prospect,90072,0
dm_2024_spring_prospect,2024-03-15,prospect,90198,1
dm_2024_spring_prospect,2024-03-15,prospect,90375,1
dm_2024_spring_prospect,2024-03-15,prospect,90391,0
dm_2024_spring_prospect,2024-03-15,prospect,90294,1
dm_2024_spring_prospect,2024-03-15,prospect,90107,0
dm_2024_spring_prospect,2024-03-15,prospect,90061,1
dm_2024_spring_prospect,2024-03-15,prospect,90068,1
dm_2024_spring_prospect,2024-03-15,prospect,90063,1
dm_2024_spring_prospect,2024-03-15,prospect,90147,0
dm_2024_spring_prospect,2024-03-15,prospect,90204,1
dm_2024_spring_prospect,2024-03-15,prospect,90101,1
dm_2024_spring_prospect,2024-03-15,prospect,90304,1
dm_2024_spring_prospect,2024-03-15,prospect,90153,1
dm_2024_spring_prospect,2024-03-15,prospect,90227,1
dm_2024_spring_prospect,2024-03-15,prospect,90372,1
dm_2024_spring_prospect,2024-03-15,prospect,90095,1
dm_2024_spring_prospect,2024-03-15,prospect,90166,0
dm_2024_spring_prospect,2024-03-15,prospect,90329,0
dm_2024_spring_prospect,2024-03-15,prospect,90143,1
dm_2024_spring_prospect,2024-03-15,prospect,90074,1
dm_2024_spring_prospect,2024-03-15,prospect,90297,1
dm_2024_spring_prospect,2024-03-15,prospect,90325,1
dm_2024_spring_prospect,2024-03-15,prospect,90085,1
dm_2024_spring_prospect,2024-03-15,prospect,90199,0
dm_2024_spring_prospect,2024-03-15,prospect,90152,1
dm_2024_spring_prospect,2024-03-15,prospect,90177,1
dm_2024_spring_prospect,2024-03-15,prospect,90208,1
dm_2024_spring_prospect,2024-03-15,prospect,90106,1
dm_2024_spring_prospect,2024-03-15,prospect,90098,1
dm_2024_spring_prospect,2024-03-15,prospect,90307,1
dm_2024_spring_prospect,2024-03-15,prospect,90056,1
dm_2024_spring_prospect,2024-03-15,prospect,90236,1
dm_2024_spring_prospect,2024-03-15,prospect,90382,0
dm_2024_spring_prospect,2024-03-15,prospect,90300,1
dm_2024_spring_prospect,2024-03-15,prospect,90302,0
dm_2024_spring_prospect,2024-03-15,prospect,90323,0
dm_2024_spring_prospect,2024-03-15,prospect,90154,1
dm_2024_spring_prospect,2024-03-15,prospect,90006,1
dm_2024_spring_prospect,2024-03-15,prospect,90111,1
